Category,Linnean Name,English Name,Most Recent Date,Notes
Hemiptera (Bugs):,Lygocoris spinolai,,2004-09-05,"Feeds on creeping thistle, bramble etc."
Diptera (Flies):,Drosophila obscura,,2004-09-05,
Diptera (Flies):,Eumea linearicornis,,2004-09-05,
Diptera (Flies):,Oscinella frit,,2004-09-05,
Diptera (Flies):,Pales pavida,,2004-09-05,"Very common, parasite of Vanessid butterflies."
Diptera (Flies):,Peribaea setinervis,,2004-09-05,
Diptera (Flies):,Thricops simplex,,2004-09-05,
Diptera (Flies):,Drosophila phalerata,,2004-09-04,
Diptera (Flies):,Ernestia rudis (Tachinidae),,2004-09-04,on oaks 1995 May 2
Coleoptera (beetles):,Amischa analis,,2004-09-04,
Coleoptera (beetles):,Lochmaea crataegi,,2004-09-04,Locally distributed on Hawthorn flowers
Coleoptera (beetles):,Pyrrhalta viburni,Viburnum leaf beetle,2004-09-04,
Araneae (Spiders):,Araneus diadematus,Garden Spider,2004-08-30,Common and widespread
Diptera (Flies):,Medina luctuosa,,2004-08-29,"Sometimes abundant, parasite of Tortrix moths"
Diptera (Flies):,Phytomyza crassiseta,,2004-08-29,
Hemiptera (Bugs):,Anthocoris confusus,,2004-08-28,Widely distributed & common
Diptera (Flies):,Coremacera marginata,,2004-08-28,
Diptera (Flies):,Muscina prolapsa,,2004-08-28,
Diptera (Flies):,Pollenia viatica,,2004-08-28,
Diptera (Flies):,Tachypeza nubila,a Dance Fly,2004-08-28,
"Hymenoptera (Ants, Wasps & Bees):",Andricus quercuscalicis,Knopper Gall Wasp,2004-08-28,Galls on oak
"Hymenoptera (Ants, Wasps & Bees):",Neuroterus albipes,Smooth Spangle Gall-fly,2004-08-28,Galls on oak leaves
Hemiptera (Bugs):,Scolopostethus affinis,,2004-08-22,"Extremely common, often on Nettles"
Diptera (Flies):,Brontaea humilis,,2004-08-21,
Diptera (Flies):,Napomyza scrophulariae,,2004-08-21,
"Hymenoptera (Ants, Wasps & Bees):",Ancistrocerus gazella,European potter wasp,2004-08-21,Eumenid wasp
Hemiptera (Bugs):,Lygocoris lucorum,,2004-08-08,"Feeds on nettle, mugwort, agrimony etc."
Hemiptera (Bugs):,Orius laevigatus,,2004-08-08,Not common.  Feeds on Mullein
Hemiptera (Bugs):,Rhopalus subrufus,,2004-08-08,Feeds on St John's Wort. Uncommon N of Thames
Diptera (Flies):,Agromyza ambigua,,2004-08-08,
Diptera (Flies):,Chaetopodella scutellaris,,2004-08-08,
Diptera (Flies):,Chalarus pughi,,2004-08-08,Parasite of Homoptera. Voucher retained in Essex Field Club collection
Diptera (Flies):,Chrysotimus flaviventris,,2004-08-08,
Diptera (Flies):,Cinochira atra,,2004-08-08,Rare.  Parasite of Isopoda
Diptera (Flies):,Dicranomyia mitis,Cranefly,2004-08-08,
Diptera (Flies):,Fannia scalaris,,2004-08-08,
Diptera (Flies):,Hebecnema nigra,,2004-08-08,
Diptera (Flies):,Lucilia caesar,a Blow-fly,2004-08-08,Very common
Diptera (Flies):,Palloptera ustulata,,2004-08-08,
Diptera (Flies):,Phyto melanocephala,,2004-08-08,
Diptera (Flies):,Syrphus ribesii,a Hoverfly,2004-08-08,Often abundant. Seen 1979 at Leasey Bridge
Diptera (Flies):,Thelaira nigripes,,2004-08-08,Parasite of hawk-moths & other large moths
"Hymenoptera (Ants, Wasps & Bees):",Sphecodes puncticeps,Sickle-jawed Blood Bee,2004-08-08,Cleptoparasite of Lasioglossum bees. Frequent.
Coleoptera (beetles):,Philonthus tenuicornis,,2004-08-08,.
Hemiptera (Bugs):,Blepharidopterus diaphanus,,2004-08-07,Willow feeder; overwinters as an egg in wood.
Hemiptera (Bugs):,Lygus rugulipennis,Tarnished plant-bug,2004-08-07,"Very common.  Feeds on fat hen, dock etc."
Hemiptera (Bugs):,Orthotylus flavosparsus,,2004-08-07,"Abundant.  Feeds on fat hen, goosefoots"
Hemiptera (Bugs):,Phytocoris ulmi,,2004-08-04,Found on Hawthorn; larvae eat aphids etc.
Coleoptera (beetles):,Stilbus testaceus,,2004-08-03,Found on dry grass & hay.  Declining recently
Hemiptera (Bugs):,Calocoris norvegicus,Potato Capsid Bug,2004-08-01,"Feeds on buds of nettles, composites & clover"
Diptera (Flies):,Scaeva pyrastri,a Hoverfly,2004-07-31,Widespread but numbers fluctuate greatly
"Hymenoptera (Ants, Wasps & Bees):",Cladius pectinicornis,a Sawfly,2004-07-31,"Larva feed on rose, strawberry; widespread"
"Hymenoptera (Ants, Wasps & Bees):",Crossocerus nigritus,a Digger Wasp,2004-07-31,
"Hymenoptera (Ants, Wasps & Bees):",Nematus lucidus,a Sawfly,2004-07-31,Common. Larvae feed on Hawthorn & Blackthorn
"Hymenoptera (Ants, Wasps & Bees):",Trypoxylon medium,Black Borer,2004-07-31,"Nests in beetle holes etc, feeds on spiders"
Coleoptera (beetles):,Altica lythri,Flea beetle,2004-07-31,
Coleoptera (beetles):,Altica palustris,Flea beetle,2004-07-31,Common in damp places
Coleoptera (beetles):,Phyllotreta ochripes,Flea beetle,2004-07-31,Not common.  Feeds on hedge garlic
Hemiptera (Bugs):,Orius niger,,2004-07-27,Likes heather; feeds on thrips and mites
"Hymenoptera (Ants, Wasps & Bees):",Enicospilus cerebrator,an Ichneumon Fly,2004-07-27,♀.  Unusual nocturnal ichneumon
"Hymenoptera (Ants, Wasps & Bees):",Ichneumon xanthorius,an Ichneumon Fly,2004-07-22,♂
Hemiptera (Bugs):,Megaloceraea recticornis,,2004-07-18,"Prefers damp, long, uncut grass"
Diptera (Flies):,Thereva nobilitata,Common Stiletto-fly,2004-07-18,"Widespread but elusive in hedges, brambles."
"Hymenoptera (Ants, Wasps & Bees):",Andrena flavipes,Yellow-legged Mining Bee,2004-07-18,Local but wide distribution.
"Hymenoptera (Ants, Wasps & Bees):",Halictus rubicundus,Ground-nesting Bee,2004-07-18,First seen 1995 May 22nd (Heath)
"Hymenoptera (Ants, Wasps & Bees):",Lasioglossum calceatum,a Mining bee,2004-07-18,Very similar to L.Albipes.  Often seen
Coleoptera (beetles):,Phyllotreta vittula,Flea beetle,2004-07-18,Was Nationally Notable  Na
Hemiptera (Bugs):,Phylus melanocephalus,,2004-07-15,Oak feeder.  Adults eat plants and greenfly
Hemiptera (Bugs):,Stenotus binotatus,,2004-07-15,"Common.  Feeds on Cocksfoot, Timothy"
Hemiptera (Bugs):,Anthocoris nemorum,Common flower bug,2004-07-14,Greenfly & Red spider-mite predator
Hemiptera (Bugs):,Capsus ater,,2004-07-14,Widespread on perennial rye- & Couch-grass
Hemiptera (Bugs):,Macrotylus solitarius,,2004-07-14,Rather local.  Feeds on Hedge Woundwort.
"Hymenoptera (Ants, Wasps & Bees):",Cladius rufipes,a Sawfly,2004-07-11,U.V.  Local.  Larvae feed on Elm.
Araneae (Spiders):,Enoplognatha ovata,,2004-07-11,Very common and widespread on low vegetation
Hemiptera (Bugs):,Plagiognathus arbustorum,,2004-07-10,Abundant on Nettle.
Neuroptera (Lacewings & Snake flies):,Micromus angulatus,,2004-07-10,(Malaise trap).  Very local in long grass etc.
"Hymenoptera (Ants, Wasps & Bees):",Nomada flavoguttata,Homeless Bee,2004-07-10,First noted 1995 May 22nd (Heath)
Hemiptera (Bugs):,Lygocoris pabulinus,Common Green Capsid,2004-07-03,"Abundant.  Feeds on Hawthorn, cherry etc."
Diptera (Flies):,Actia infantula,,2004-07-03,
Diptera (Flies):,Agromyza mobilis,,2004-07-03,
Diptera (Flies):,Aulagromyza hendeliana,,2004-07-03,Larval leaf mine on Honeysuckle
Diptera (Flies):,Chyromya flava,,2004-07-03,
Diptera (Flies):,Conioscinella sordidella,,2004-07-03,
Diptera (Flies):,Coproica lugubris,,2004-07-03,
Diptera (Flies):,Drosophila immigrans,,2004-07-03,
Diptera (Flies):,Eumerus strigatus,Lesser Bulb Fly (a Hoverfly),2004-07-03,Declining Nationally
Diptera (Flies):,Lindneromyia dorsalis,,2004-07-03,
Diptera (Flies):,Lonchaea scutellaris,,2004-07-03,
Diptera (Flies):,Lucilia silvarum,a Blow-fly,2004-07-03,
Diptera (Flies):,Medetera petraphiloides,,2004-07-03,
Diptera (Flies):,Pollenia rudis,,2004-07-03,
Diptera (Flies):,Pullimosina moesta,,2004-07-03,
Diptera (Flies):,Sarcophaga aratrix,Sarcophagidae (a flesh fly),2004-07-03,
Diptera (Flies):,Sphaerophoria rueppellii,a Hoverfly,2004-07-03,
"Hymenoptera (Ants, Wasps & Bees):",Andrena bicolor,a Mining bee,2004-07-03,
"Hymenoptera (Ants, Wasps & Bees):",Diplolepis rosae,Robin's pincushion gall wasp,2004-07-03,Galls on Dog Rose
Coleoptera (beetles):,Platystethus ?arenarius?,Rove beetle,2004-07-03,Inhabits dung and muddy river banks
Hemiptera (Bugs):,Psallus flavellus,,2004-06-27,Occurs on ash.
"Hymenoptera (Ants, Wasps & Bees):",Entomognathus brevis,a Solitary wasp,2004-06-27,"Preys on Small, adult Chrysomelidae beetles"
"Hymenoptera (Ants, Wasps & Bees):",Megachile ligneseca,Wood-carving Leaf-cutter,2004-06-27,"Relatively common, but elusive"
"Hymenoptera (Ants, Wasps & Bees):",Cynips longiventris,Striped Pea-gall fly,2004-06-26,Galls on Field Maple
Acarini (Ticks & Mites):,Aceria aceriscampestris,,2004-06-26,Galls on Field Maple leaves
Hemiptera (Bugs):,Amblytylus nasutus,Capsid Bug,2004-06-19,Feeds on Meadow grass
Diptera (Flies):,Callicera aurata,a Hoverfly,2004-06-19,"NATIONALLY SCARCE, 1st Herts. record, RDB3"
"Hymenoptera (Ants, Wasps & Bees):",Arachnospila anceps,a Spider-hunting wasp,2004-06-19,Spider-hunting wasp
"Hymenoptera (Ants, Wasps & Bees):",Netelia bistoni,an Ichneumon Fly,2004-06-13,SPECIES NEW TO SCIENCE.  Will be paratype
Diptera (Flies):,Leptopeza flavipes,,2004-06-12,
Diptera (Flies):,Leucozona lucorum,a Hoverfly,2004-06-12,Often seen on lush vegetation in damp woods
Diptera (Flies):,Minettia decempunctata,,2004-06-12,
Diptera (Flies):,Platypalpus annulipes,a Dance Fly,2004-06-12,
Trichoptera (Caddis Flies):,Agraylea sexmaculata,,2004-06-09,"Common in lakes, ponds & slowly-running water"
Orthoptera (Grasshoppers & Crickets):,Tetrix subulata,Slender Ground-hopper,2004-06-06,Malaise trap
Hemiptera (Bugs):,Notostira elongata,Grass bug,2004-06-06,Couch-grass feeder.
Diptera (Flies):,Xylota segnis,a Hoverfly,2004-06-06,Frequent.
"Hymenoptera (Ants, Wasps & Bees):",Anthophora furcata,Fork-tailed Flower Bee,2004-06-06,Excavates nests in rotten wood
"Hymenoptera (Ants, Wasps & Bees):",Arachnospila minutula,a Spider-hunting wasp,2004-06-06,Local but widespread in open sparse vegetation.
"Hymenoptera (Ants, Wasps & Bees):",Cephus pygmeus,European Wheat Stem Sawfly,2004-06-06,"Common.  Larvae feed on Couch, Timothy etc."
"Hymenoptera (Ants, Wasps & Bees):",Halidamia affinis,a Sawfly,2004-06-06,Widespread on cleavers and hedge bedstraw
"Hymenoptera (Ants, Wasps & Bees):",Lasioglossum leucopus,a Mining bee,2004-06-06,UK RED LIST RARE
"Hymenoptera (Ants, Wasps & Bees):",Priocnemis fennica,a Spider-hunting wasp,2004-06-06,"only recognised as British in 1979, but common."
Coleoptera (beetles):,Amara similata,,2004-06-06,
Coleoptera (beetles):,Philonthus cognatus,,2004-06-06,"On decaying plants, dung, carrion & fungi"
Coleoptera (beetles):,Cantharis pallida,Soldier beetle,2004-06-05,Not very common
Diptera (Flies):,Agromyza nigrociliata,,2004-05-31,
Diptera (Flies):,Ceradontha atronitens,,2004-05-31,
Diptera (Flies):,Empis praevia,,2004-05-31,
Diptera (Flies):,Phytomyza evanescens,,2004-05-31,
Diptera (Flies):,Suillia ustulata,,2004-05-31,
"Hymenoptera (Ants, Wasps & Bees):",Allantus cingulatus,a Sawfly,2004-05-31,"Larva on Dog Rose, strawberry.  Well-vegetated areas"
Coleoptera (beetles):,Anthocomus fasciatus,,2004-05-31,Not very common: NATIONALLY SCARCE
Diptera (Flies):,Crumomyia fimetaria,,2004-05-30,
Diptera (Flies):,Eupeodes latifasciatus,a Hoverfly,2004-05-30,Recorded 1979 at Leasey Bridge (N. Janes)
"Hymenoptera (Ants, Wasps & Bees):",Osmia caerulescens,The Blue Osmia,2004-05-30,"Seen 1995.  Nests in dead wood, banks etc"
"Hymenoptera (Ants, Wasps & Bees):",Tenthredo temula,a Sawfly,2004-05-30,"Common on hedgerows, foodplant unkown in UK"
"Hymenoptera (Ants, Wasps & Bees):",Tenthredopsis scutellaris,a Sawfly,2004-05-30,"Status unknown, few NBN records, feeds on grasses"
Hemiptera (Bugs):,Psallus perrisi/wagneri,,2004-05-29,Discovered in Britain 1957; oak & hawthorn
Diptera (Flies):,Euthyneura inermis,Dance Fly,2004-05-29,NS NATIONALLY SCARCE Only Hertfordshire record. Greatest threats: removal of dead and diseased wood.
Diptera (Flies):,Fannia aequilineata,,2004-05-29,NS NATIONALLY SCARCE
Trichoptera (Caddis Flies):,Micropterna lateralis,,2004-05-25,
Diptera (Flies):,Dasineura acrophila,,2004-05-23,Galls on Ash leaves
Acarini (Ticks & Mites):,Aceria ulmicola,,2004-05-23,Galls on Elm leaves
Diptera (Flies):,Chromatomyia horticola,Agromyzid fly,2004-05-18,Larval mine on Hogweed
Diptera (Flies):,Limonia maculipennis,Cranefly,2004-05-18,Particularly scarce
"Hymenoptera (Ants, Wasps & Bees):",Andrena nigroaenea,a Mining bee,2004-05-18,
"Hymenoptera (Ants, Wasps & Bees):",Claremontia brevicornis/waldheimii agg.,a Sawfly,2004-05-18,Larvae feed on creeping cinquefoil and strawberry.
"Hymenoptera (Ants, Wasps & Bees):",Neuroterus quercusbaccarum,Currant Gall-fly,2004-05-18,& August 28th. Galls on oak catkins and leaves
"Hymenoptera (Ants, Wasps & Bees):",Pachyprotasis rapae,a Sawfly,2004-05-18,"Common. Larvae feed on Ash, Goldenrod, Betony &c"
Coleoptera (beetles):,Aleochara curtula,,2004-05-18,.
"Hymenoptera (Ants, Wasps & Bees):",Aglaostigma fulvipes,a Sawfly,2004-05-16,"Larva feeds on Galium spp. Hedgerows, Wooded places"
"Hymenoptera (Ants, Wasps & Bees):",Osmia rufa,Red Mason Bee,2004-05-16,"Solitary bee, nests in cracks in wood, walls"
"Hymenoptera (Ants, Wasps & Bees):",Tenthredo colon,a Sawfly,2004-05-16,"Local on Bracken, willows, nightshade etc."
Coleoptera (beetles):,Catops grandicollis,,2004-05-16,"Live on carrion, fungi in mammal burrows"
Coleoptera (beetles):,Dacne rufifrons,,2004-05-16,
"Hymenoptera (Ants, Wasps & Bees):",Andrena subopaca,a Mining bee,2004-05-15,
"Hymenoptera (Ants, Wasps & Bees):",Empria sexpunctata,a Sawfly,2004-05-15,Widespread.  Larva feeds on Water Avens
Araneae (Spiders):,Araniella cucurbina/oposthographa,,2004-05-15,Malaise trap
"Hymenoptera (Ants, Wasps & Bees):",Andrena scotica,Chocolate Mining Bee,2004-05-14,
Araneae (Spiders):,Anyphaena accentuata,,2004-03-23,Local but widely distributed.  On leaves.
Araneae (Spiders):,Entelecara acuminata,,2004-03-23,Local but widely distributed.  On leaves.
Araneae (Spiders):,Gongylidium rufipes,,2004-03-23,
Araneae (Spiders):,Neriene peltata,,2004-03-23,Common and widespread on low vegetation
Odonata (dragonflies & Damselflies):,Aeshna grandis,Brown Hawker,2003-08-23,"Common, hawks for food far from water"
Hemiptera (Bugs):,Aphrophora alni,Alder Spittlebug,2003-08-10,
Coleoptera (beetles):,Nicrophorus vespilloides,,2003-07-22,
Coleoptera (beetles):,Quedius mesomelinus,Rove beetle,2003-07-16,
Diptera (Flies):,Terrelia tussilagnis,,2003-07-02,
Diptera (Flies):,Dolichopus spp.,,2003-06-29,
Diptera (Flies):,Seioptera vibrans,,2003-06-29,
Coleoptera (beetles):,Euconnus maeklinii,,2003-06-29,"was RDB 1, now IUCN (pre 1994) - Indeterminate. 4th British record, not seen in UK since 1970. One found St Albans 1930s, possibly indicating an established population in this area, which would be the only one ever known in the UK. Associated with dead leaves, & possibly ants."
Coleoptera (beetles):,Longitarsus suturellus,,2003-06-29,
Pseudoscorpiones (Pseudoscorpions):,Lamprochernes savignyi,,2003-06-29,Not common.
"Hymenoptera (Ants, Wasps & Bees):",Syrphoctonus sp.,Ichneumon Flies,2003-06-27,endoparasitoids of Hoverfly larvae
Trichoptera (Caddis Flies):,Ceraclea dissimilis,Brown or Black Silverhorn,2003-06-16,Common in E.  Ponds and slowly running water
"Hymenoptera (Ants, Wasps & Bees):",Ephialtes manifestator,an Ichneumon Fly,2003-06-07,Uncommon.  Attacks Aculeates in rotten wood.
Diptera (Flies):,Haematopota crassicornis,a Horse fly,2003-05-30,Not common in Southern England
Diptera (Flies):,Lecozona lucorum,,2003-05-30,
Diptera (Flies):,Leptocera coenesa,,2003-05-30,
Diptera (Flies):,Orthonevra nobilis,a Hoverfly,2003-05-30,
Diptera (Flies):,Dolicocephala irrorata,,2003-05-28,
Diptera (Flies):,Euleia heraceii,,2003-05-28,Develops in Hogweed.
Diptera (Flies):,Tethritis formosa,,2003-05-28,
Diptera (Flies):,Tricyphona immaculata,Cranefly,2003-05-28,common
"Hymenoptera (Ants, Wasps & Bees):",Tenthredo livida,a Sawfly,2003-05-28,"Common. Larvae on bracken, willowherb, honeysuckle, hazel, rose, Viburnum &c"
"Hymenoptera (Ants, Wasps & Bees):",Tenthredopsis friesei,The Common Sawfly,2003-05-28,Larvae feed on grasses.  Status unknown: few NBN records
Coleoptera (beetles):,Apion nigritarsi,,2003-05-28,
Diptera (Flies):,Campichoeta basalis,,2003-05-27,
Coleoptera (beetles):,Amara lunicollis,,2003-05-27,Inhabits grass & roots in marshy places
Coleoptera (beetles):,Necrodes littoralis,,2003-05-27,(2). 6th Hertfordshire record; carrion feeder.
"Hymenoptera (Ants, Wasps & Bees):",Arge cyanocrocea,Bramble Sawfly,2003-05-26,"Larva on bramble, raspberry. Common."
Coleoptera (beetles):,Protapion fulvipes,,2003-05-26,
Diptera (Flies):,Psila merdaria,,2003-05-24,
Coleoptera (beetles):,Leiodes ferruginea,,2003-05-24,Scarce: 3rd Herts record.  Nocturnal in leaf litter
"Hymenoptera (Ants, Wasps & Bees):",Nomada panzeri,Homeless Bee,2003-05-23,1995 ones = first Hertfordshire records
Diptera (Flies):,Schwenckfeldina carbonaria maybe,,2003-05-18,
"Hymenoptera (Ants, Wasps & Bees):",Dolerus aeneus,a Sawfly,2003-05-18,"Larvae feed on grasses. Common, widespread"
Coleoptera (beetles):,Anaspis fasciata,,2003-05-18,malaise trap
Coleoptera (beetles):,Anaspis humeralis,(Tumbling flower beetle),2003-05-18,
Coleoptera (beetles):,Orchestes hortorum,,2003-05-18,
Coleoptera (beetles):,Ptomaphagus medius,,2003-05-17,
Diptera (Flies):,Nanna flavipes,,2003-05-15,
Coleoptera (beetles):,Choleva angustata,,2003-05-15,♂ in Malaise trap
Coleoptera (beetles):,Meligethes brunnicornis,,2003-05-15,One of only 7 Herts records
Coleoptera (beetles):,Meligethes nigrescens,,2003-05-15,♂ in Malaise trap
Diptera (Flies):,Gymnotecha viridis,,2003-05-11,
Diptera (Flies):,Scathophaga furcata,Common Dung-fly,2003-05-08,
Diptera (Flies):,Bibio johannis,,2003-05-04,
Diptera (Flies):,Cacoxenus indagator,,2003-05-04,
Diptera (Flies):,Cyzenis albicans,,2003-05-04,
Diptera (Flies):,Eudasyphora cyanella,,2003-05-04,
Diptera (Flies):,Phaonia mystica,,2003-05-04,NS NATIONALLY SCARCE
Diptera (Flies):,Scathophaga lutaria,Common Dung-fly,2003-05-04,
"Hymenoptera (Ants, Wasps & Bees):",Empria tridens,a Sawfly,2003-05-04,Common. Larvae feed on raspberry
"Hymenoptera (Ants, Wasps & Bees):",Promethes sulcator,Ichneumon Fly,2003-05-04,"Malaise trap. Common, host unknown, Hoverfly?"
Coleoptera (beetles):,Quedius curtipennis,,2003-05-04,"1st Herts record, but a newly-segregated species"
Coleoptera (beetles):,Sciodrepoides watsoni,,2003-05-04,
Trichoptera (Caddis Flies):,Hydroptila martini,,2003-05-03,May
Diptera (Flies):,Platypalpus agilis,a Dance Fly,2003-05-01,
Diptera (Flies):,Eristalis horticola,a Hoverfly,2003-04-30,Declining Nationally
Coleoptera (beetles):,Meligethes aeneus,Common Pollen beetle,2003-04-23,"Very common,""aerial plankton"" for swallows &c."
Diptera (Flies):,Fannia mollissima,,2003-04-20,
Diptera (Flies):,Mesembrina meridiana,,2003-04-20,breeds in cattle or horse dung
Diptera (Flies):,Pipizella noctiluca complex,,2003-04-20,
Coleoptera (beetles):,Longitarsus luridus,,2003-04-20,
Coleoptera (beetles):,Anisotoma humeralis,,2003-04-17,Not that common.  Feeds on slime moulds
Coleoptera (beetles):,Exochomus quadripustulatus,Pine Ladybird,2003-04-17,
Coleoptera (beetles):,Poecilus cupreus,,2003-04-17,
Diptera (Flies):,Eristrophe eligans,,2003-04-14,
Diptera (Flies):,Platycheirus scalare,a Hoverfly,2003-04-14,Not in 1984 Herts list.
"Hymenoptera (Ants, Wasps & Bees):",Dolerus nigratus,a Sawfly,2003-04-13,Abundant grass feeder
Coleoptera (beetles):,Subcoccinella vigintiquattuorpunctata,24-spot Ladybird,2003-04-13,One of the few vegetarian Ladybirds
Diptera (Flies):,Boletina gripha,,2003-04-12,
Diptera (Flies):,Drosophila fenestrarum,,2003-04-12,
Diptera (Flies):,Phaonia variegata,,2003-04-12,
Diptera (Flies):,Anisopus cinctus or fenestralis,,2003-04-09,
Diptera (Flies):,Chironomidae spp.,Non-biting midge,2003-04-08,
Araneae (Spiders):,Trochosa ruricola,,2003-04-06,"Common under stones, detritus & in moss"
Diptera (Flies):,Muscina stabulens,,2003-04-05,Larva live in wasp's nests
Coleoptera (beetles):,Platycis minutus,,2002-08-23,was Nationally Notable  Nb
Diptera (Flies):,Crysopilus cristatus,,2002-08-11,
Neuroptera (Lacewings & Snake flies):,Nineta flava,,2001-05-27,"Likes deciduous woods, especilly oak."
Coleoptera (beetles):,Dermestes lardarius,Larder Beetle,2001-01-08,
Coleoptera (beetles):,Quedius xanthopus,,2000-12-20,NATIONALLY NOTABLE Nb
Odonata (dragonflies & Damselflies):,Lestes sponsa,Emerald Damselfly,2000-07-29,"Locally common, feebly flying near water"
Hemiptera (Bugs):,Eysarcoris fabricii,Woundwort Bug,2000-05-06,"Live around hedge woundwort, feeding on it"
Coleoptera (beetles):,Thamasimus formicarius,Ant Beetle,2000-03-18,
"Hymenoptera (Ants, Wasps & Bees):",Lasioglossum malachurum,a Mining bee,2000-03-08,NATIONALLY NOTABLE Nb
Coleoptera (beetles):,Bembidion guttula,,1999-07-23,
Coleoptera (beetles):,Stenocarus ruficornis,weevil,1999-07-17,NATIONALLY NOTABLE Nb
Coleoptera (beetles):,Enicmus transversus,,1999-07-04,in house.  One of only 5 Herts sightings since the war
Coleoptera (beetles):,Sitophilus zeamais,,1999-07-04,♀
Coleoptera (beetles):,Quedius levicollis,,1999-06-22,
Coleoptera (beetles):,Drusilla canaliculata,,1999-06-08,in conservatory
Coleoptera (beetles):,Bembidion lampros,,1999-05-22,
Coleoptera (beetles):,Magdalis ruficornis,,1999-05-16,
Coleoptera (beetles):,Scolytus scolytus,Elm Bark Beetle,1999-05-15,
Coleoptera (beetles):,Sitophilus oryzae,Rice weevil,1999-05-08,Found in stored food.
Coleoptera (beetles):,Anotylus inustus,,1999-05-03,
Coleoptera (beetles):,Coprophilus striatulus,,1999-05-03,Carrion feeder; 1st Herts record since 1941.
Coleoptera (beetles):,Platystethus nitens,,1999-05-03,One of 6 Herts records
Coleoptera (beetles):,Pterostichus vernalis,,1999-05-03,Local in Herts. Usually a damp grassland species
Coleoptera (beetles):,Rhinoncus castor,,1999-05-03,One of 9 Herts records
Coleoptera (beetles):,Sitona hispidulus,,1999-02-22,
Trichoptera (Caddis Flies):,Potamophylax latipennis,,1997-06-30,
Ephemoptera (Mayflies):,Caenis rivulorum,Angler's Curse,1997-06-05,U.V.
Coleoptera (beetles):,Margarinotus purpurascens,,1997-05-18,HERTS RARE  breeds in rotting vegetation
Diptera (Flies):,Haematopota pluvialis,a Horse fly,1996-07-08,Common
Diptera (Flies):,Macrocera stigmoides,Fungus gnat,1996-07-08,
Coleoptera (beetles):,Salpingus planirostris,,1996-07-08,found on rotten wood
Isopoda (Woodlice):,Armadillidium vulgare,Common Pill Woodlouse,1996-06-30,Extremely common in most habitats
"Hymenoptera (Ants, Wasps & Bees):",Cryptus sp.,an Ichneumon Fly,1996-06-24,in house. Ectoparasitoids of Lepidoptera pupae in cocoons
Coleoptera (beetles):,Amara plebeja,,1996-06-06,dead in rain gauge
Coleoptera (beetles):,Cantharis livida,Soldier beetle,1996-06-03,UV trap.   Common
Snails & Slugs (Stylommatophora):,Arion hortensis,,1995-11-12,13th (trap)
Araneae (Spiders):,?,3 metre aerial cobwebs,1995-10-21,
"Hymenoptera (Ants, Wasps & Bees):",Pimpla rufipes,Ichneumon Fly,1995-10-15,very common endoparasitoid of cocooned medium to large Lepidoptera pupae above ground.
Trichoptera (Caddis Flies):,Silo nigricornis,,1995-09-07,Usually found near running water
"Hymenoptera (Ants, Wasps & Bees):",Eubazus sp. (Braconidae),Ichneumon Flies,1995-08-22,endoparasitoids of beetle (Curculionidae) larvae
Diptera (Flies):,Volucella inanis,a Hoverfly,1995-08-20,
"Hymenoptera (Ants, Wasps & Bees):",Ophion luteus,Common Yellow Ophion,1995-08-20,abundant endoparasitoid of lepidopteran larvae
Hemiptera (Bugs):,Capsodes flavomarginatus,,1995-08-18,Feed on rose flowers in open grass & woods
Coleoptera (beetles):,Lochmaea caprea,,1995-08-16,HERTS RARE Local but widespread on Willow & Birch
Snails & Slugs (Stylommatophora):,Cornu aspersum,Garden Snail,1995-08-14,(Heath - SW woodland)
Trichoptera (Caddis Flies):,?Phryganea striata,Large Red Sedge,1995-08-13,(trap). Common species near slow streams
Hemiptera (Bugs):,Stenodema laevigatum,,1995-08-12,"Feeds on grasses: Meadow Foxtail, Timothy &c"
Diptera (Flies):,Tipula irrorata,Cranefly,1995-08-12,
Coleoptera (beetles):,Bembidion lunulatum,,1995-08-11,NATIONALLY SCARCE Nb
Coleoptera (beetles):,Aphodius spp,,1995-08-10,
Coleoptera (beetles):,Aphodius rufus,Dung beetle,1995-08-10,Locally frequent in various types of dung.
Trichoptera (Caddis Flies):,Limnephilus extricatus,,1995-08-05,Aug
"Hymenoptera (Ants, Wasps & Bees):",Diplazon laetatorius,an Ichneumon Fly,1995-08-05,Aug.
Orthoptera (Grasshoppers & Crickets):,Omocestus viridulus,Common Green Grasshopper,1995-08-01,
"Hymenoptera (Ants, Wasps & Bees):",Lasius fuliginosus,Jet Ant,1995-08-01,
"Hymenoptera (Ants, Wasps & Bees):",Centistes sp.,Ichneumon Flies,1995-07-27,Endoparasitoids of beetles
Coleoptera (beetles):,Psyllobora vigintiduopunctata,22-spot Ladybird,1995-07-27,(trap)
Neuroptera (Lacewings & Snake flies):,Conwentzia ?psociformis or pineticola?,,1995-07-24,"(trap).  Widespread, favours Holly"
Diptera (Flies):,Dictenidia bimaculata,Cranefly,1995-07-18,Nationally local - feeds on dead wood
"Hymenoptera (Ants, Wasps & Bees):",Oedemopsis scabricula,an Ichneumon Fly,1995-07-18,common ectoparasitoid of tortricid larvae.
Trichoptera (Caddis Flies):,Glossosoma conformis,,1995-07-17,Regionally notable
"Hymenoptera (Ants, Wasps & Bees):",Andricus kollari,Oak Marble Gall Wasp,1995-07-16,: galls on oaks
"Hymenoptera (Ants, Wasps & Bees):",Ichneumon sp.,an Ichneumon Fly,1995-07-16,
